Feature Area,Feature,User Story,Expected Behavior,Source Evidence,Code Owner / Main Files,Test Method,Automated Proof,Computer/UI Proof,Manual Proof Needed,Status,Errors Found,Fix PR / Commit,Retest Result,Notes
Settings,Transcription model selection,"As an advanced user, I want to choose among local STT models.",Model preference persists and routes dictation/meeting startup through Parakeet or available Whisper variants with clear status.,Sources/Support/TranscriptionModelPreferences.swift; Sources/Speech/STTRouter.swift; Sources/Speech/WhisperEngine.swift,Sources/Support/; Sources/Speech/,run-tests.sh TranscriptionModelPreferencesTests STTRouterPolicyTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan","PASS: UI bench qa-20260621-153239; transcripted-qa ui-smoke passed 17/17 checks covering onboarding, menu bar, Home, Settings, and navigation; Permission-state after clearing stale app: duplicate instance resolved; Apple Events/System Events warning remained but UI smoke and live smoke passed without blocking these lanes | BLOCKED: actual model download/cache/use requires network/cache/model state and can be slow or destructive; preference/router policy proof already passed.",Actual model download/cache/use,BLOCKED,No product failure found in available proof; blocked proof: actual model download/cache/use requires network/cache/model state and can be slow or destructive; preference/router policy proof already passed.,,BLOCKED: actual model download/cache/use requires network/cache/model state and can be slow or destructive; preference/router policy proof already passed.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Settings,Model cache management,"As a user, I want to see and clean local model storage safely.",Model cache inventory scans known cache roots and Settings exposes storage cleanup controls without deleting unknown data.,Sources/Support/ModelCacheInventory.swift; Sources/UI/Settings/TranscriptedSettingsRows.swift,Sources/Support/; Sources/UI/Settings/,run-tests.sh ModelCacheInventoryTests,"PASS: ModelCacheInventoryTests passed 38/38; covered totals, active Parakeet cache completeness, privacy-safe diagnostics, stale FluidAudio cleanup, optional Whisper cleanup, combined cleanup, preserving Whisper, non-Whisper refusal, and symlink escape safety","PASS: UI bench qa-20260621-153239; transcripted-qa ui-smoke passed 17/17 checks covering onboarding, menu bar, Home, Settings, and navigation; Permission-state after clearing stale app: duplicate instance resolved; Apple Events/System Events warning remained but UI smoke and live smoke passed without blocking these lanes",Real cache cleanup UI remains useful manual UX check; deterministic inventory/cleanup behavior passed,PASS,None found in focused proof,,RETEST PASS: bash run-tests.sh --filter ModelCacheInventory,Focused proof added in continuation pass.
Settings,Launch at login,"As a user, I want Transcripted available after login if I choose.",Launch-at-login preference persists and app-facing controller toggles system registration.,Sources/Support/LaunchAtLoginController.swift; Sources/Support/LaunchAtLoginPreferences.swift,Sources/Support/,run-tests.sh LaunchAtLoginPreferencesTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan","PASS: UI bench qa-20260621-153239; transcripted-qa ui-smoke passed 17/17 checks covering onboarding, menu bar, Home, Settings, and navigation; Permission-state after clearing stale app: duplicate instance resolved; Apple Events/System Events warning remained but UI smoke and live smoke passed without blocking these lanes | BLOCKED: macOS login item registration requires OS-level state changes outside the isolated UI smoke; preference/UI contract is covered.",macOS login item registration,BLOCKED,No product failure found in available proof; blocked proof: macOS login item registration requires OS-level state changes outside the isolated UI smoke; preference/UI contract is covered.,,BLOCKED: macOS login item registration requires OS-level state changes outside the isolated UI smoke; preference/UI contract is covered.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Settings,Quit safety,"As a user, I want warning before quitting during active meeting capture.",Quit confirmation defaults on and warns before active capture is stopped by app quit.,Sources/Support/QuitConfirmationPreferences.swift; Sources/Support/ActivationPolicyController.swift; Sources/TranscriptedApp.swift,Sources/Support/; Sources/,run-tests.sh QuitConfirmationPreferencesTests ActivationPolicyControllerTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan","PASS: UI bench qa-20260621-153239; transcripted-qa ui-smoke passed 17/17 checks covering onboarding, menu bar, Home, Settings, and navigation; Permission-state after clearing stale app: duplicate instance resolved; Apple Events/System Events warning remained but UI smoke and live smoke passed without blocking these lanes | BLOCKED: real quit-while-recording proof requires a human-driven live recording and app termination scenario; quit-safety policy tests and busy guards already passed.",Real app quit while recording,BLOCKED,No product failure found in available proof; blocked proof: real quit-while-recording proof requires a human-driven live recording and app termination scenario; quit-safety policy tests and busy guards already passed.,,BLOCKED: real quit-while-recording proof requires a human-driven live recording and app termination scenario; quit-safety policy tests and busy guards already passed.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Agent Integration,Connect agents to captures,"As a user, I want Claude/Codex/Cursor/other agents to read saved captures with minimal setup.","Agent page detects supported agents, connects each to the bundled read-only MCP helper, offers universal prompt copy, and exposes advanced folders/config details.",README.md; docs/agent-connect.md; Sources/UI/Settings/AgentConnectionSettingsPage.swift; Sources/Support/AgentMCPConnector.swift,Sources/UI/Settings/; Sources/Support/; Tools/TranscriptedMCP/,run-tests.sh AgentMCPConnectorTests AgentConnectionGuideTests ClaudeDesktopIntegrationInstallerTests; swift test --package-path Tools/TranscriptedMCP,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan","PASS: UI bench qa-20260621-153239; transcripted-qa ui-smoke passed 17/17 checks covering onboarding, menu bar, Home, Settings, and navigation; Permission-state after clearing stale app: duplicate instance resolved; Apple Events/System Events warning remained but UI smoke and live smoke passed without blocking these lanes | BLOCKED: real local agent config writes would modify user agent configuration; deterministic temp-config merge/write tests already passed.",Real local agent config writes,BLOCKED,No product failure found in available proof; blocked proof: real local agent config writes would modify user agent configuration; deterministic temp-config merge/write tests already passed.,,BLOCKED: real local agent config writes would modify user agent configuration; deterministic temp-config merge/write tests already passed.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Agent Integration,Read-only MCP server,"As an agent user, I want MCP tools to search/read captures without modifying them.","MCP helper follows capture-library manifest/preference, indexes meetings/dictations read-only, and cannot edit/delete notes.",Tools/TranscriptedMCP/CLAUDE.md; Tools/TranscriptedCaptureKit/CLAUDE.md; README.md,Tools/TranscriptedMCP/; Tools/TranscriptedCaptureKit/,swift test --package-path Tools/TranscriptedMCP; swift test --package-path Tools/TranscriptedCaptureKit; run-e2e-smoke.sh,"PASS: swift test --package-path Tools/TranscriptedMCP passed 85/85 and swift test --package-path Tools/TranscriptedCaptureKit passed 27/27; covered artifact enumeration, markdown parsing, malformed/missing file handling, symlink escape rejection, indexing/search, recent context, dictation days, speaker history/filtering, delete reconciliation, and capture library resolution",NOT RUN or not required for this automated story pass,Real Claude/Codex MCP tool call remains useful integration proof; package read/index contracts passed,PASS,None found in package proof,,RETEST PASS: swift test --package-path Tools/TranscriptedMCP; swift test --package-path Tools/TranscriptedCaptureKit,Package tests used synthetic/local fixtures only; no private capture text uploaded.
Support,Feedback and diagnostics,"As a user needing help, I want to send useful diagnostics without leaking private content.","Feedback and diagnostics summarize coarse reliability/permission state and redact transcript text, speaker names, titles, paths, emails, tokens, URLs, device names, and source apps.",Sources/UI/Shared/FeedbackIssueBuilder.swift; Sources/UI/Shared/SupportDiagnosticsBundle.swift; Sources/Observability/ObservabilityTextRedactor.swift,Sources/UI/Shared/; Sources/Observability/,run-tests.sh FeedbackIssueBuilderTests SupportDiagnosticsBundleTests ObservabilityTextRedactorTests; run-e2e-smoke.sh,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan","PASS: UI bench qa-20260621-153239; transcripted-qa ui-smoke passed 17/17 checks covering onboarding, menu bar, Home, Settings, and navigation; Permission-state after clearing stale app: duplicate instance resolved; Apple Events/System Events warning remained but UI smoke and live smoke passed without blocking these lanes | BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.",Real copied diagnostics UI,BLOCKED,No product failure found in available proof; blocked proof: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,,BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Support,Single instance guard,"As a user, I want only one Transcripted instance touching shared state.",Duplicate app instance is guarded so shared logs/state/capture files are not raced by multiple app processes.,Sources/Support/SingleInstanceGuard.swift,Sources/Support/,run-tests.sh SingleInstanceGuardTests,PASS: SingleInstanceGuardTests passed 5/5; covered acquiring/releasing the app instance lock and idempotent acquire for the owning process,NOT RUN or not required for this automated story pass,Launching duplicate built app remains useful manual UX check; deterministic lock behavior passed,PASS,None found in focused proof,,RETEST PASS: bash run-tests.sh --filter testSingleInstanceGuard,Focused proof added in continuation pass.
Privacy,Local-first capture boundary,"As a privacy-conscious user, I want audio/transcripts to stay on my Mac.","Transcription is local; off-device crash/analytics payloads are opt-controlled, allowlisted, sanitized, and never include raw transcript/audio/title/name/path/device/source-app content.",README.md; Sources/Observability/AnalyticsEventPolicy.swift; Sources/Observability/SentryEventPolicy.swift; Sources/Observability/*Sanitizer.swift,Sources/Observability/,run-tests.sh AnalyticsEventPolicyTests AnalyticsPayloadSanitizerTests SentryEventPolicyTests SentryPayloadSanitizerTests ReliabilityPacketRecorderTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",NOT RUN or not required for this automated story pass | BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,Settings privacy toggles visible,BLOCKED,No product failure found in available proof; blocked proof: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,,BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Privacy,Screen share behavior,"As a user, I want system audio capture without a meeting bot or broad screen-content capture.",Meeting capture uses audio-only system capture backend where available and keeps permission UX distinct from screen-pixel capture.,README.md; Sources/TranscriptedCore/Audio/SCKAudioCapture.swift; Sources/TranscriptedCore/Audio/SystemAudioCaptureEngine.swift; Sources/Support/TranscriptedPermissionKind.swift,Sources/TranscriptedCore/Audio/; Sources/Support/,swift test AudioInitializationTests; run-live-capture-smoke when permitted,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",PASS: run-live-capture-smoke.sh --skip-build passed LiveCaptureSmokeTests; real mic + system-audio capture started/stopped and wrote scratch files on this Mac,Real macOS system-audio permission wording,PASS,None from automated proof; manual gaps remain where noted,,PASS: live system-audio capture smoke passed without screen-pixel capture proof needs in this pass,
Observability,Crash reporting toggle,"As a user, I want crash reporting to be understandable and optional.","Crash reporting preference defaults enabled until changed, Settings exposes toggle/test event, runtime config resolves from Info.plist/env, and non-fatal forwarding is allowlisted/sanitized.",AGENTS.md; Sources/Observability/CrashReporter.swift; Sources/Observability/CrashReportingPreferences.swift; Sources/Observability/SentryRuntimeConfiguration.swift,Sources/Observability/; Info.plist,run-tests.sh ObservabilityPreferencesTests SentryRuntimeConfigurationTests SentryEventPolicyTests SentryPayloadSanitizerTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",NOT RUN or not required for this automated story pass | BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,Settings toggle and Send Test Sentry Event with configured DSN,BLOCKED,No product failure found in available proof; blocked proof: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,,BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,No Sentry data is queried or included in this matrix. Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Observability,Anonymous analytics toggle,"As a user, I want anonymous analytics to be optional and privacy-safe.","Analytics preference defaults enabled until changed, Settings exposes toggle, events/properties are allowlisted, sanitized, and bucketed.",AGENTS.md; Sources/Observability/AnalyticsReporter.swift; Sources/Observability/AnalyticsPreferences.swift; Sources/Observability/ActivationTelemetry.swift,Sources/Observability/,run-tests.sh AnalyticsReporterTests ObservabilityPreferencesTests AnalyticsEventPolicyTests AnalyticsPayloadSanitizerTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",NOT RUN or not required for this automated story pass | BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,Settings toggle visibility,BLOCKED,No product failure found in available proof; blocked proof: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,,BLOCKED: real settings toggle/diagnostic send behavior depends on configured Sentry/PostHog/runtime UI state; policy/sanitizer tests and broad UI smoke already passed.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Observability,Local logs and reliability packets,"As a support/debug user, I want local logs to be useful without leaking content.",Local logs rotate/append safely; reliability packets use coarse allowlisted context and tests can disable file logging.,Sources/Observability/JSONLWriter.swift; Sources/Observability/LockedFileAppender.swift; Sources/Observability/ReliabilityPacketRecorder.swift,Sources/Observability/,run-tests.sh ObservabilityLogWriterTests ObservabilityLogRotationTests ReliabilityPacketRecorderTests JSONLWriterTests,"PASS: ReliabilityPacketRecorderTests passed 78/78, ObservabilityLogRotationTests passed 12/12, and SupportDiagnosticsBundleTests passed 28/28; covered safe packet mapping, unrelated event ignores, coarse runtime duration, failed meeting/speaker finalization privacy, JSONL summaries, log rotation owner-only replacement, and diagnostics excluding sensitive values/audio keys. Full fast suite also passed ObservabilityTextRedactorTests earlier in this PR proof.",NOT RUN or not required for this automated story pass,Inspect local logs only if needed and redact closeout; deterministic safety contracts passed,PASS,None found in focused proof,,RETEST PASS: bash run-tests.sh --filter ReliabilityPacketRecorderTests.swift; bash run-tests.sh --filter ObservabilityLogRotationTests.swift; bash run-tests.sh --filter SupportDiagnosticsBundleTests.swift,No raw local logs copied into the matrix.
Updates,Check for updates,"As a user, I want Transcripted to check/install updates safely through Sparkle.","Sparkle controller handles check state, ready-to-install restart, busy-session errors, and normalized update failure telemetry.",Sources/Observability/SparkleUpdaterController.swift; Sources/Observability/UpdateFailureKind.swift; docs/sparkle-updates.md,Sources/Observability/; docs/,run-tests.sh UpdateFailureKindTests; packaged qa smoke when release path matters,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan; PASS: packaged QA bench qa-20260621-153703 validated no-publish build-beta package smoke and packaged-app smoke",NOT RUN or not required for this automated story pass | BLOCKED: real Sparkle update check/install requires a packaged installed-app update path and release feed behavior; release/appcast/Homebrew/publish actions are out of scope.,Real Sparkle update check/install,BLOCKED,No product failure found in available proof; blocked proof: real Sparkle update check/install requires a packaged installed-app update path and release feed behavior; release/appcast/Homebrew/publish actions are out of scope.,,BLOCKED: real Sparkle update check/install requires a packaged installed-app update path and release feed behavior; release/appcast/Homebrew/publish actions are out of scope.,Do not publish/update appcast/Homebrew in this goal. Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Reliability,Wake recovery,"As a user, I want hotkeys and active capture state to recover after sleep/wake.","Wake coordinator deduplicates wake signals, retries hotkey registration, waits for readiness, and avoids duplicate recovery loops.",Sources/Reliability/WakeRecoveryCoordinator.swift; Sources/TranscriptedAppState.swift,Sources/Reliability/; Sources/,run-tests.sh WakeRecoveryCoordinatorTests; run-integration-smoke.sh,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",NOT RUN or not required for this automated story pass | BLOCKED: real sleep/wake or crash/relaunch proof would disrupt this Mac/session and needs an operator-controlled manual run.,Real sleep/wake with hotkeys and capture,BLOCKED,No product failure found in available proof; blocked proof: real sleep/wake or crash/relaunch proof would disrupt this Mac/session and needs an operator-controlled manual run.,,BLOCKED: real sleep/wake or crash/relaunch proof would disrupt this Mac/session and needs an operator-controlled manual run.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Reliability,Dictation audio recovery,"As a user, I want a second chance when transcription returns empty but audio contains speech.","Recorded audio timeline and recovery analyze signal, preserve buffered audio across interruptions, and retry focused/gain-normalized speech segments.",Sources/Speech/RecordedAudioTimeline.swift; Sources/Speech/DictationAudioRecovery.swift; Sources/Speech/ParakeetEngine.swift,Sources/Speech/,run-tests.sh DictationAudioRecoveryTests RecordedAudioTimelineTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",NOT RUN or not required for this automated story pass | BLOCKED: real hardware route churn requires connected devices and human-observed audio behavior; synthetic route contracts are not hardware proof.,Real bad route/noisy mic recovery,BLOCKED,No product failure found in available proof; blocked proof: real hardware route churn requires connected devices and human-observed audio behavior; synthetic route contracts are not hardware proof.,,BLOCKED: real hardware route churn requires connected devices and human-observed audio behavior; synthetic route contracts are not hardware proof.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Reliability,Recording journal and relaunch recovery,"As a meeting user, I want recoverable recording state after crash/relaunch.",Meeting recording journal persists in-progress recording metadata by session token so stale stop writes cannot corrupt newer recordings.,Sources/TranscriptedCore/Audio/MeetingRecordingJournal.swift; Sources/TranscriptedCore/Models/FailedTranscription.swift,Sources/TranscriptedCore/Audio/,swift test MeetingRecordingJournalTests FailedTranscriptionManagerTests,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",NOT RUN or not required for this automated story pass | BLOCKED: real sleep/wake or crash/relaunch proof would disrupt this Mac/session and needs an operator-controlled manual run.,Crash/relaunch during active recording,BLOCKED,No product failure found in available proof; blocked proof: real sleep/wake or crash/relaunch proof would disrupt this Mac/session and needs an operator-controlled manual run.,,BLOCKED: real sleep/wake or crash/relaunch proof would disrupt this Mac/session and needs an operator-controlled manual run.,Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
Build and QA,Fast test runner,"As a contributor, I want the curated fast tests to catch app-facing regressions quickly.",Manifest-driven swiftc runner fails on stale source/test manifests and supports filters/coverage.,Tests/README.md; run-tests.sh; Tests/FastTests.manifest,Tests/; scripts/entrypoints/run-tests.sh,bash run-tests.sh; bash run-tests.sh --list,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",N/A,None for user app behavior,PASS,None from automated proof; manual gaps remain where noted,,PASS: initial dependency failure resolved by build-deps --force; full bench rerun passed,
Build and QA,Integration smoke,"As a contributor, I want app/core linkage verified after meeting/core changes.",Smoke validates TranscriptedCore types used by app bridge plus wake recovery and mic recording merger coverage.,Tests/README.md; run-integration-smoke.sh; Tests/Integration/,Tests/Integration/; scripts/entrypoints/run-integration-smoke.sh,bash run-integration-smoke.sh,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",N/A,None for user app behavior,PASS,None from automated proof; manual gaps remain where noted,,PASS: initial dependency failure resolved by build-deps --force; full bench rerun passed,
Build and QA,E2E artifact smoke,"As a contributor, I want deterministic proof that saved artifacts stay readable by Home and agents.","E2E smoke validates dictation Markdown, meeting Markdown parsing, retained audio resolution, MCP manifest names, and diagnostics redaction without microphone/TCC.",Tests/README.md; run-e2e-smoke.sh; Tests/E2E/TranscriptedE2ESmoke.swift,Tests/E2E/; scripts/entrypoints/run-e2e-smoke.sh,bash run-e2e-smoke.sh,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan",N/A,None for deterministic artifact path,PASS,None from automated proof; manual gaps remain where noted,,PASS: initial dependency failure resolved by build-deps --force; full bench rerun passed,
Build and QA,UI automation smoke,"As a contributor, I want visible Home/Menu/Settings regressions caught when permissions allow.","QA bench UI mode launches built app and checks onboarding, menu bar, Home, Settings, buttons, and navigation through AX identifiers.",Tests/README.md; scripts/ops/transcripted-qa-bench.sh; Tools/TranscriptedQA/,scripts/ops/; Tools/TranscriptedQA/,bash scripts/ops/transcripted-qa-bench.sh --mode ui,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan","PASS: UI bench qa-20260621-153239; transcripted-qa ui-smoke passed 17/17 checks covering onboarding, menu bar, Home, Settings, and navigation; Permission-state after clearing stale app: duplicate instance resolved; Apple Events/System Events warning remained but UI smoke and live smoke passed without blocking these lanes",AX permission for test runner,PASS,"Initial UI proof blocker fixed: stale Transcripted instance made AX targeting ambiguous; after terminating idle stale app, UI smoke passed 17/17",,PASS: UI blocker fixed by quitting stale app; UI smoke rerun passed qa-20260621-153239,
Build and QA,Live capture smoke,"As a contributor, I want real mic+system-audio capture proven before release claims.","Live smoke builds app, starts production capture, plays a system tone, records briefly, stops, and verifies real mic/system scratch WAVs.",Tests/README.md; run-live-capture-smoke.sh; Tests/TranscriptedCoreTests/LiveCaptureSmokeTests.swift,Tests/TranscriptedCoreTests/; scripts/entrypoints/run-live-capture-smoke.sh,bash run-live-capture-smoke.sh when permissions/hardware available,PASS: run-live-capture-smoke.sh --skip-build passed LiveCaptureSmokeTests; real mic + system-audio capture started/stopped and wrote scratch files on this Mac,PASS: run-live-capture-smoke.sh --skip-build passed LiveCaptureSmokeTests; real mic + system-audio capture started/stopped and wrote scratch files on this Mac,Mic and System Audio Recording permissions and hardware,PASS,Initial live proof blocker fixed: stale Transcripted instance was idle and terminated; live smoke passed,,PASS: live capture smoke passed after stale app was cleared,
Build and QA,QA bench orchestration,"As a contributor, I want one command to summarize release-style automated confidence.",QA bench quick/deep/full/ui/packaged/live/corpus modes produce local reports with passed/failed/skipped checks and manual gaps.,docs/qa-test-bench.md; scripts/ops/transcripted-qa-bench.sh; transcripted-qa-tester skill,scripts/ops/; Tools/TranscriptedQA/,bash scripts/ops/transcripted-qa-bench.sh --mode full,"PASS: full QA bench qa-20260621-152351; build, fast tests, E2E, slow pasteback, integration, swift test, QA CLI, synthetic audio, release-health fixture, PostHog fixture, local summary plan; PASS: corpus qa-20260621-153651; PASS: packaged qa-20260621-153703",PASS: full bench qa-20260621-152351; UI smoke qa-20260621-153239; live capture smoke via run-live-capture-smoke.sh --skip-build,Live/hardware/corpus modes where applicable,PASS,Initial full bench failed because dependencies were missing/stale; fixed with bash build-deps.sh --force; rerun passed with one non-blocking local artifact warning,No code fix; environment dependency rebuild,"PASS: dependency issue fixed; full bench, UI smoke, live capture smoke, corpus validation, and packaged smoke passed",Additional proof: UI smoke qa-20260621-153239 PASS; live capture smoke PASS; corpus qa-20260621-153651 PASS; packaged qa-20260621-153703 PASS.
Build and QA,Private corpus QA,"As a QA operator, I want local meeting-corpus checks without leaking private content.","Corpus validator/comparator use local-only fixtures and redacted reports with counts/scores, not raw transcript text or names.",transcripted-qa-tester references; scripts/ops/validate-meeting-corpus.py; scripts/ops/compare-meeting-corpus.py,scripts/ops/,qa-bench corpus or corpus-compare when local corpus exists,PASS: corpus QA bench qa-20260621-153651 validated the local private meeting corpus with redacted/local-only reporting,N/A,Local private corpus presence,PASS,None from corpus validation; Transcripted-vs-corpus comparison remains a separate future proof lane when candidate Markdown is available,,PASS: private corpus validation passed qa-20260621-153651,Do not commit corpus output.
Meetings,Imported audio bad-input handling,"As a user importing a recording, I want unsupported, corrupt, empty, or mismatched files to fail clearly without leaving confusing state.",Import preparer and meeting controller should reject or classify bad inputs with clear retry/failure copy and without creating misleading saved captures.,Claude completeness review; Sources/Meeting/MeetingImportedAudioPreparer.swift; Sources/Meeting/MeetingFailureKind.swift,Sources/Meeting/,Focused imported-audio preparer policy tests plus full fast test suite,PASS: MeetingImportedAudioPreparerTests focused run passed 58/58; full fast suite passed 10534/10534 after update-safety fix batch,N/A,"Optional real file picker sweep with varied media containers remains useful, but bad-input preparer policy is deterministic",PASS,,PR #1261; proof-only row update,PASS: focused preparer policy test passed,Proved existing bad-input classification and scratch-copy policy; no code change needed for this row.
Pasteback,Secure input fallback,"As a user dictating near a password or secure input field, I want Transcripted to avoid unsafe paste attempts and report copy/failure honestly.",Secure or inaccessible focused fields should not receive synthetic paste; final text should be copied or failure should be surfaced without auto-enter.,Claude completeness review; Sources/Accessibility/AccessibilityBridge.swift; Sources/Support/ClipboardRestoringTextPaster.swift,Sources/Accessibility/; Sources/Support/; Sources/UI/Overlay/,AccessibilityBridgeTests; ClipboardRestoringTextPasterTests; build; full fast suite; Codex review; real secure-field manual,PARTIAL: AccessibilityBridgeTests passed 12/12 and pin secure role/subrole rejection plus normal text/non-text role policy; ClipboardRestoringTextPasterTests passed 58/58 and pin copy/failure fallback without Cmd+V on accessibility/clipboard failure; build passed; full fast suite passed 10561/10561; Codex review clean at /tmp/transcripted-codex-review-secure-input-policy-2.txt,NOT RUN: real secure/password field behavior still needs manual or UI automation proof | BLOCKED: real secure/password field behavior requires a live secure target app and manual/AX proof; deterministic secure-role policy already passed.,Real secure/password field behavior,BLOCKED,No product failure found in available proof; blocked proof: real secure/password field behavior requires a live secure target app and manual/AX proof; deterministic secure-role policy already passed.,PR #1261; secure-input proof commit,BLOCKED: real secure/password field behavior requires a live secure target app and manual/AX proof; deterministic secure-role policy already passed.,No raw focused-app/window/content data recorded; manual proof must use coarse result only. Reclassified from UNKNOWN to BLOCKED on 2026-06-21 to remove ambiguity without overclaiming manual/hardware proof.
